ID,VendorID,FormatID,PrintTypeID,ModelTypeID,Name,ColorsCount,ColorsString,RollSupport,PartNumber,NoBorder,Added,Updated,Description,UserUpdated,FavCartrigeIDs,Barcode,ProfileID,IdentOID,IdentValue,Photo,Firmware
148,3,5,5,1,BJC-240,0,,ЛОЖЬ,,ИСТИНА,29-май-06,20-июн-11,,,21:154;22:1053,,,,,,
149,3,5,5,1,BJC-210,0,,ЛОЖЬ,,ИСТИНА,29-май-06,20-июн-11,,,5:1053;21:154,,,,,,
150,5,5,5,1,Stylus Color 820,0,,ЛОЖЬ,,ИСТИНА,29-май-06,02-июл-11,,,1:155;5:150,,,,,,
151,5,5,2,1,Stylus 200,0,,ЛОЖЬ,,ИСТИНА,29-май-06,02-июл-11,,,1:155,,,,,,
152,11,5,1,4,EP 1030,0,,ЛОЖЬ,,ЛОЖЬ,29-май-06,06-июл-11,,,1:163;16:164;24:165,,,,,,
153,6,5,1,1,Phaser 3110,0,,ЛОЖЬ,,ЛОЖЬ,29-май-06,01-июл-11,,,1:204,,,,,,
154,6,5,1,1,Phaser 3120,0,,ЛОЖЬ,100N02411,ЛОЖЬ,29-май-06,01-июл-11,,,1:158,,,,,,
155,6,5,1,1,Phaser 3130,0,,ЛОЖЬ,100N02409,ЛОЖЬ,29-май-06,01-июл-11,,,1:158,,,,,,
156,7,5,1,1,ML-2151N,0,,ЛОЖЬ,ML-2151N,ЛОЖЬ,29-май-06,01-июл-11,,,1:157,,,,,,
157,7,5,1,1,ML-2150,0,,ЛОЖЬ,ML-2150,ЛОЖЬ,29-май-06,01-июл-11,,,1:157,,,,,,
158,7,5,1,1,ML-6060,0,,ЛОЖЬ,ML-6060,ЛОЖЬ,29-май-06,01-июл-11,,,1:156,,,,,,
159,5,5,5,1,Stylus C43UX,0,,ЛОЖЬ,C11C539062,ЛОЖЬ,29-май-06,07-июл-11,"Максимальное разрешение (dpi): 2880 х 720, оптимизированное (Resolution Performance Management)
Минимальный размер капли, pl: 6
Конфигурация сопел: 45 сопел (15 х 3); (цвета: голубой, пурпурный, желтый), 48 сопел (черный цвет) 
Тип чернил: QuickDry™ Ink
Г",,1:317;5:318,,,,,,
160,5,5,5,1,Stylus C45,0,,ЛОЖЬ,C11C575032,ЛОЖЬ,29-май-06,07-июл-11,"Максимальное разрешение (dpi): 2880 х 720, оптимизированное (Resolution Performance Management)
Минимальный размер капли, pl: 6
Конфигурация сопел: 45 сопел (15 х 3); (цвета: голубой, пурпурный, желтый), 48 сопел (черный цвет) 
Тип чернил: QuickDry™ Ink
Г",,1:317;5:318,,,,,,
161,10,5,5,1,Z605,0,,ЛОЖЬ,,ЛОЖЬ,29-май-06,02-июл-11,,,1:161;5:162,,,,,,
162,1,5,5,1,DeskJet 610c,0,,ЛОЖЬ,C6450A,ЛОЖЬ,29-май-06,19-окт-09,,,,,,,,,
163,1,5,5,1,DeskJet 640c,0,,ЛОЖЬ,C6464A,ЛОЖЬ,29-май-06,19-окт-09,,,,,,,,,
164,1,5,5,1,DeskJet 656c,0,,ЛОЖЬ,C8942A,ЛОЖЬ,29-май-06,19-окт-09,,,,,,,,,
165,6,5,1,1,Phaser 3121,0,,ЛОЖЬ,100N02445,ЛОЖЬ,29-май-06,01-июл-11,,,1:158,,,,,,
166,6,5,1,1,Phaser 3115,0,,ЛОЖЬ,,ЛОЖЬ,29-май-06,01-июл-11,,,1:158,,,,,,
167,2,5,1,5,DCP-8040,0,,ЛОЖЬ,DCP-8040,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
168,1,5,5,1,DeskJet 615c,0,,ЛОЖЬ,,ЛОЖЬ,29-май-06,01-июл-11,,,1:234;5:152,,,,,,
169,1,5,5,1,DeskJet 670C,0,,ЛОЖЬ,C5884A,ИСТИНА,29-май-06,29-май-06,,,,,,,,,
170,16,4,1,5,OfficeCenter 320,0,,ЛОЖЬ,OC320,ЛОЖЬ,29-май-06,06-июл-11,,,1:1073,,,,,,
171,16,4,1,5,OfficeCenter 316,0,,ЛОЖЬ,OC316,ЛОЖЬ,29-май-06,06-июл-11,,,1:1073,,,,,,
172,2,5,1,1,HL-5140,0,,ЛОЖЬ,HL-5140,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
173,2,5,1,1,HL-5130,0,,ЛОЖЬ,HL-5130,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
174,2,5,1,1,HL-5150D,0,,ЛОЖЬ,HL-5150D,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
175,2,5,1,1,HL-5170DN,0,,ЛОЖЬ,HL-5170DN,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
176,2,5,1,5,MFC-8440,0,,ЛОЖЬ,MFC-8440,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
177,2,5,1,5,MFC-8840D,0,,ЛОЖЬ,MFC-8840D,ЛОЖЬ,29-май-06,09-авг-16,,,1:159;16:166,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-8840D,,
178,2,5,1,5,MFC-8840DN,0,,ЛОЖЬ,MFC-8840DN,ЛОЖЬ,29-май-06,02-июл-11,,,1:159;16:166,,,,,,
179,7,5,1,1,ML 1615,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,01-июл-11,,,1:167,,,,,,
180,7,5,1,1,ML-1520P,0,,ЛОЖЬ,ML-1520P,ЛОЖЬ,30-май-06,01-июл-11,,,1:168,,,,,,
181,5,4,3,1,LX-1050,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,02-июл-11,,,1:1064,,,,,,
182,5,5,3,1,FX-890,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,02-июл-11,,,1:1062,,,,,,
183,14,5,4,1,C3200N,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,06-июл-11,,,1:1074;2:1075;3:1077;4:1076;16:1081;17:1080;18:1078;19:1079;28:1083;29:1082,,,,,,
184,3,5,5,1,Pixma iP1600,0,,ЛОЖЬ,9989A007,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
185,3,5,5,1,Pixma iP2200,0,,ЛОЖЬ,9990A007,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
186,3,5,5,1,Pixma iP6210D,0,,ЛОЖЬ,0012B007,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
187,3,5,5,1,Pixma iP6220D,0,,ЛОЖЬ,0011B007,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
188,3,5,5,1,Pixma iP1200,0,,ЛОЖЬ,,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
189,3,5,5,5,Pixma MP150,0,,ЛОЖЬ,,ИСТИНА,30-май-06,11-май-11,,,1:172;5:169,,,,,,
190,3,5,5,5,Pixma MP170,0,,ЛОЖЬ,,ИСТИНА,30-май-06,11-май-11,,,1:172;5:169,,,,,,
191,3,5,5,5,Pixma MP450,0,,ЛОЖЬ,0577B006,ИСТИНА,30-май-06,30-май-06,,,,,,,,,
192,1,5,1,5,LaserJet 3150,0,,ЛОЖЬ,C4256A,ЛОЖЬ,30-май-06,21-июн-11,,,1:87,,,,,,
193,1,5,1,5,LaserJet 3100,0,,ЛОЖЬ,C3948A,ЛОЖЬ,30-май-06,21-июн-11,,,1:87,,,,,,
194,3,5,1,1,LBP 460,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,20-июн-11,,,1:87,,,,,,
195,3,5,1,1,LBP 465,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,20-июн-11,,,1:87,,,,,,
196,3,5,1,1,LBP 660,0,,ЛОЖЬ,,ЛОЖЬ,30-май-06,20-июн-11,,,1:87,,,,,,
197,3,5,1,4,NP 6512,0,,ЛОЖЬ,0103A006,ЛОЖЬ,31-май-06,01-июл-11,,,1:222;16:960,,,,,,
198,3,5,1,4,NP 6112,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,01-июл-11,,,1:222;16:960,,,,,,
199,16,4,1,5,OfficeCenter 420,0,,ЛОЖЬ,OC420,ЛОЖЬ,31-май-06,06-июл-11,,,1:1073,,,,,,
200,1,5,5,1,DeskJet 5652,0,,ЛОЖЬ,C9007A,ЛОЖЬ,31-май-06,01-июл-11,,,1:188;5:190,,,,,,
201,1,5,5,1,DeskJet 710c,0,,ЛОЖЬ,C5894A,ЛОЖЬ,31-май-06,12-июн-06,,,,,,,,,
202,3,5,1,3,FAX-L290,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,20-июн-11,,,1:256,,,,,,
203,1,5,5,1,DeskJet 5550,0,,ЛОЖЬ,C6487C,ЛОЖЬ,31-май-06,01-июл-11,,,1:188;5:190,,,,,,
204,1,5,1,1,LaserJet 2200,0,,ЛОЖЬ,C7064A,ЛОЖЬ,31-май-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2200,,
205,1,5,1,1,LaserJet 2420,0,,ЛОЖЬ,Q5956A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5956A,,20070711
206,1,5,1,1,LaserJet 2420d,0,,ЛОЖЬ,Q5957A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5957A,,20070711
207,1,5,1,1,LaserJet 2420n,0,,ЛОЖЬ,Q5958A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5958A,,20070711
208,1,5,1,1,LaserJet 2420dn,0,,ЛОЖЬ,Q5959A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5959A,,20070711
209,1,5,1,1,LaserJet 2430tn,0,,ЛОЖЬ,Q5961A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5961A,,20070711
210,1,5,1,1,LaserJet 2430t,0,,ЛОЖЬ,Q5960A,ЛОЖЬ,31-май-06,29-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5960A,,20070711
211,1,5,1,1,LaserJet 2430dtn,0,,ЛОЖЬ,Q5962A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5962A,,20070711
212,1,5,1,1,LaserJet 2430n,0,,ЛОЖЬ,Q5964A,ЛОЖЬ,31-май-06,09-авг-16,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5964A,,20070711
213,1,5,1,1,LaserJet 2410,0,,ЛОЖЬ,Q5955A,ЛОЖЬ,31-май-06,01-фев-17,,,1:178,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5955A,,
214,11,4,1,4,2223,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,06-июл-11,,,1:181;16:182;24:1478,,,,,,
215,11,4,1,4,1216,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,06-июл-11,,,1:181;16:182;24:1478,,,,,,
216,11,4,1,4,1015,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,06-июл-11,,,1:181;16:182;24:183,,,,,,
217,11,4,1,4,1120,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,06-июл-11,,,1:181;16:182;24:183,,,,,,
218,11,4,1,4,1212,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,06-июл-11,,,1:181;16:182;24:183,,,,,,
219,5,5,4,1,AcuLaser C4100,0,,ЛОЖЬ,C11C538001BZ,ЛОЖЬ,31-май-06,09-авг-16,,,1:294;2:295;3:297;4:296;20:291;28:292;29:293,,16,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-C4100,,
221,11,4,1,4,7022,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,02-июл-11,,,1:1067;16:1475,,,,,,
222,14,5,1,1,B4250,0,,ЛОЖЬ,01145102,ЛОЖЬ,31-май-06,02-июл-11,,,1:257,,,,,,
223,10,5,5,1,Z11,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,01-июл-11,,,1:1068;5:1069,,,,,,
224,16,4,1,4,SF-2116,0,,ЛОЖЬ,SF-2116,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
225,3,5,1,4,IR-1210,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,20-июн-11,,,1:198;16:199,,,,,,
226,3,5,1,4,IR-1510,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,20-июн-11,,,1:198;16:199,,,,,,
227,20,5,1,4,1360,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,08-авг-16,,,,,0,,,,
228,20,4,1,4,1560,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,05-июн-06,,,,,,,,,
229,11,4,1,4,Di1611,0,,ЛОЖЬ,4035211,ЛОЖЬ,31-май-06,07-июл-11,,,1:185;16:187;24:186,,,,,,
230,11,4,1,4,Di2011,0,,ЛОЖЬ,4034211,ЛОЖЬ,31-май-06,07-июл-11,,,1:185;16:187;24:186,,,,,,
231,7,5,1,1,ML-1210,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,01-июл-11,,,1:223,,,,,,
232,9,5,6,3,KX-FT 76,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
233,9,5,6,3,KX-FT 74,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
234,9,5,6,3,KX-FT 78,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
235,9,5,6,3,KX-FT 72,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
236,9,5,6,3,KX-FT 904,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
237,9,5,6,3,KX-FT 902,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
238,9,5,6,3,KX-F 580,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,31-май-06,,,,,,,,,
239,18,5,1,4,Z-810,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,01-июл-11,,,1:258;16:259,,,,,,
240,3,5,1,5,MF5750,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
241,3,5,1,5,MF3110,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
242,3,5,1,5,MF5730,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
243,3,5,1,5,MF5770,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
244,3,5,1,5,MF5630,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
245,3,5,1,5,MF5650,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
246,3,5,1,1,LBP 3200,0,,ЛОЖЬ,,ЛОЖЬ,31-май-06,21-июн-11,,,1:184,,,,,,
247,1,5,1,1,LaserJet 2100,0,,ЛОЖЬ,C4170A,ЛОЖЬ,01-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2100 series,,
248,8,4,1,5,Aficio 1035,0,,ЛОЖЬ,410621,ЛОЖЬ,01-июн-06,02-июл-11,,,1:192;16:193,,,,,,
249,9,5,1,3,KX-FL 513RU,0,,ЛОЖЬ,,ЛОЖЬ,01-июн-06,07-июл-11,,,1:194;16:195,,,,,,
250,2,5,1,5,MFC-9180,0,,ЛОЖЬ,MFC-9180,ЛОЖЬ,01-июн-06,02-июл-11,,,1:196;16:197,,,,,,
251,3,5,1,4,IR-1530,0,,ЛОЖЬ,,ЛОЖЬ,01-июн-06,20-июн-11,,,1:198;16:199,,,,,,
252,1,4,4,1,Color LaserJet 5500,0,,ЛОЖЬ,C9655A,ЛОЖЬ,01-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203;28:1526,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C9656A,,20050616
253,1,4,4,1,Color LaserJet 5500n,0,,ЛОЖЬ,C9656A,ЛОЖЬ,01-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C7131A,,20050616
254,1,4,4,1,Color LaserJet 5550dn,0,,ЛОЖЬ,Q3715A,ЛОЖЬ,01-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203;28:1519,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q3715A,,20080327
255,1,4,4,1,Color LaserJet 5500dtn,0,,ЛОЖЬ,C9658A,ЛОЖЬ,01-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C9658A,,20050616
256,1,4,4,1,Color LaserJet 5550,0,,ЛОЖЬ,Q3713A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q3713A,,20080327
257,1,4,4,1,Color LaserJet 5500dn,0,,ЛОЖЬ,C9657A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C9657A,,20050616
258,1,4,4,1,Color LaserJet 5550n,0,,ЛОЖЬ,Q3714A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203;28:1519,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q3714A,,20080327
259,1,4,4,1,Color LaserJet 5550dtn,0,,ЛОЖЬ,Q3716A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203;28:1519,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q3716A,,20080327
260,1,4,4,1,Color LaserJet 5550hdn,0,,ЛОЖЬ,Q3717A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203;28:1519,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q3717A,,20080327
261,1,4,4,1,Color LaserJet 5500hdn,0,,ЛОЖЬ,C9659A,ЛОЖЬ,02-июн-06,09-авг-16,,,1:200;2:201;3:202;4:203,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C9659A,,20050616
262,6,5,1,1,Phaser 3122,0,,ЛОЖЬ,100N02529,ЛОЖЬ,07-июн-06,01-июл-11,,,1:205,,,,,,
263,6,5,1,1,Phaser 3210,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,01-июл-11,,,1:204,,,,,,
264,6,5,1,1,Phaser 3117,0,,ЛОЖЬ,100N02527,ЛОЖЬ,07-июн-06,01-июл-11,,,1:205,,,,,,
265,6,5,4,1,Phaser 6100BD,0,,ЛОЖЬ,6100V_BD,ИСТИНА,07-июн-06,06-июл-11,,,1:210;2:207;3:209;4:208;20:972;29:1014;6:206,,,,,,
266,3,5,1,4,FC-128,0,,ЛОЖЬ,8461A019,ЛОЖЬ,07-июн-06,20-июн-11,,,1:215,,,,,,
267,3,5,1,4,PC-220,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,20-июн-11,,,1:215,,,,,,
268,3,5,1,4,PC-860,0,,ЛОЖЬ,0008A010,ЛОЖЬ,07-июн-06,20-июн-11,,,1:215,,,,,,
269,7,5,1,1,ML-4500,0,,ЛОЖЬ,ML-4500,ЛОЖЬ,07-июн-06,01-июл-11,,,1:216,,,,,,
270,1,5,5,1,DeskJet 3845,0,,ЛОЖЬ,C9037A,ЛОЖЬ,07-июн-06,01-июл-11,,,1:218;5:298,,,,,,
271,13,5,1,4,KM-1500,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,17-сен-16,,,1:219,,50,1.3.6.1.2.1.25.3.2.1.3.1,KM-1500,,
272,13,4,1,4,KM-1650,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,09-авг-16,,,1:220,,50,1.3.6.1.2.1.25.3.2.1.3.1,KM-1650,,1.4.0
273,3,5,1,5,PC-D320,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,20-июн-11,,,1:221,,,,,,
274,16,8,6,1,CLP-2001,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,07-июн-06,,,,,,,,,
275,16,8,6,1,CLP-521,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,07-июн-06,,,,,,,,,
276,3,5,1,4,NP 6012,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,01-июл-11,,,1:222;16:960,,,,,,
277,3,5,1,4,NP 6212,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,01-июл-11,,,1:222;16:960,,,,,,
278,3,5,1,4,NP 6312,0,,ЛОЖЬ,,ЛОЖЬ,07-июн-06,01-июл-11,,,1:222;16:960,,,,,,
279,3,5,1,4,FC-336,0,,ЛОЖЬ,0002A007,ЛОЖЬ,08-июн-06,20-июн-11,,,1:215,,,,,,
280,3,5,1,4,FC-230,0,,ЛОЖЬ,,ЛОЖЬ,08-июн-06,20-июн-11,,,1:215,,,,,,
281,3,5,1,4,FC-500,0,,ЛОЖЬ,,ЛОЖЬ,08-июн-06,08-июн-06,,,,,,,,,
282,3,5,1,4,PC-700,0,,ЛОЖЬ,,ЛОЖЬ,08-июн-06,08-июн-06,,,,,,,,,
283,3,5,1,4,PC-900,0,,ЛОЖЬ,,ЛОЖЬ,08-июн-06,20-июн-11,,,1:215,,,,,,
284,3,5,1,4,FC-228,0,,ЛОЖЬ,7239A021,ЛОЖЬ,08-июн-06,20-июн-11,,,1:215,,,,,,
285,3,5,1,4,FC-206,0,,ЛОЖЬ,,ЛОЖЬ,08-июн-06,20-июн-11,,,1:215,,,,,,
286,5,5,4,1,AcuLaser C900,0,,ЛОЖЬ,C11C494011BA,ЛОЖЬ,09-июн-06,12-июн-06,,,,,,,,,
287,1,5,4,1,Color LaserJet 3700,0,,ЛОЖЬ,Q1321A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:260;3:261;4:262,,,,,,
288,1,5,4,1,Color LaserJet 3700n,0,,ЛОЖЬ,Q1322A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:260;3:261;4:262,,,,,,
289,1,5,4,1,Color LaserJet 3700dn,0,,ЛОЖЬ,Q1323A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:260;3:261;4:262,,,,,,
290,1,5,4,1,Color LaserJet 3700dtn,0,,ЛОЖЬ,Q1324A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:260;3:261;4:262,,,,,,
291,1,5,1,5,LaserJet 3300mfp,0,,ЛОЖЬ,C9124A,ЛОЖЬ,12-июн-06,20-июн-11,,,1:85,,,,,,
292,1,5,1,5,LaserJet 3330mfp,0,,ЛОЖЬ,C9126A,ЛОЖЬ,12-июн-06,09-авг-16,,,1:85,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.2.0,HP LaserJet 3330,,20030207
293,7,5,1,5,SCX-4100,0,,ЛОЖЬ,SCX-4100,ЛОЖЬ,12-июн-06,01-июл-11,,,1:255,,,,,,
294,7,5,1,1,ML-6040,0,,ЛОЖЬ,,ЛОЖЬ,12-июн-06,01-июл-11,,,1:248,,,,,,
295,7,5,1,1,ML-1440,0,,ЛОЖЬ,,ЛОЖЬ,12-июн-06,01-июл-11,,,1:248,,,,,,
296,7,5,1,1,ML-6060N,0,,ЛОЖЬ,,ЛОЖЬ,12-июн-06,01-июл-11,,,1:248,,,,,,
297,7,5,1,1,ML-6060S,0,,ЛОЖЬ,,ЛОЖЬ,12-июн-06,01-июл-11,,,1:248,,,,,,
298,1,5,4,1,Color LaserJet 3500,0,,ЛОЖЬ,Q1319A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:227;3:228;4:229,,,,,,
299,1,5,4,1,Color LaserJet 3500n,0,,ЛОЖЬ,Q1320A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:226;2:227;3:228;4:229,,,,,,
300,1,5,4,1,Color LaserJet 3550,0,,ЛОЖЬ,Q5990A,ЛОЖЬ,12-июн-06,09-авг-16,,,1:226;2:227;3:228;4:229,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5990A,,20070724
301,1,5,4,1,Color LaserJet 3550n,0,,ЛОЖЬ,Q5991A,ЛОЖЬ,12-июн-06,09-авг-16,,,1:226;2:227;3:228;4:229,,26,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5991A,,20070724
302,1,5,1,1,LaserJet 1150,0,,ЛОЖЬ,Q1336A,ЛОЖЬ,12-июн-06,01-июл-11,,,1:225,,,,,,
303,1,5,1,5,LaserJet 3320mfp,0,,ЛОЖЬ,C9125A,ЛОЖЬ,12-июн-06,20-июн-11,,,1:85,,,,,,
304,1,5,1,5,LaserJet 3320n,0,,ЛОЖЬ,C9151A,ЛОЖЬ,12-июн-06,20-июн-11,,,1:85,,,,,,
305,1,5,1,5,LaserJet 3380,0,,ЛОЖЬ,Q2660A,ЛОЖЬ,12-июн-06,09-авг-16,,,1:85,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.2.0,hp LaserJet 3380,,20040802
306,1,5,1,5,LaserJet 3390,0,,ЛОЖЬ,Q6500A,ЛОЖЬ,12-июн-06,31-авг-16,,,1:90;40:1549,,29,1.3.6.1.4.1.11.2.4.3.1.10.0,Q6500A,,20070331
307,1,5,1,5,LaserJet 3392,0,,ЛОЖЬ,Q6501A,ЛОЖЬ,12-июн-06,31-авг-16,,,1:90;40:1549,,0,,,,
308,1,5,1,1,LaserJet 2100m,0,,ЛОЖЬ,C4171A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2100 series,,
309,1,5,1,1,LaserJet 2100tn,0,,ЛОЖЬ,C4172A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2100 series,,
310,1,5,1,1,LaserJet 2200dn,0,,ЛОЖЬ,C7063A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2200,,
311,1,5,1,1,LaserJet 2200dtn,0,,ЛОЖЬ,C7061A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2200,,
312,1,5,1,1,LaserJet 2200dt,0,,ЛОЖЬ,C7059A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2200,,
313,1,5,1,1,LaserJet 2200d,0,,ЛОЖЬ,C7058A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:180,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 2200,,
314,1,5,1,1,LaserJet 4050,0,,ЛОЖЬ,C4251A,ЛОЖЬ,12-июн-06,28-авг-16,,,1:88,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.2.0,HP LaserJet 4050 Series,,
